ID,time,RR,VO2,power
11,-168.6,727,0.287146972,0
11,-167.872,728,0.287146972,0
11,-167.148,724,0.287146972,0
11,-166.484,664,0.320580258,0
11,-165.836,648,0.320580258,0
11,-165.216,620,0.320580258,0
11,-164.52,696,0.320580258,0
11,-163.72,800,0.320580258,0
11,-162.928,792,0.320580258,0
11,-162.156,772,0.320580258,0
11,-161.372,784,0.518259993,0
11,-160.536,836,0.518259993,0
11,-159.676,860,0.518259993,0
11,-158.812,864,0.518259993,0
11,-158.008,804,0.518259993,0
11,-157.276,732,0.581594695,0
11,-156.592,684,0.581594695,0
11,-155.916,676,0.581594695,0
11,-155.224,692,0.581594695,0
11,-154.48,744,0.55619207,0
11,-153.664,816,0.55619207,0
11,-152.844,820,0.55619207,0
11,-152.056,788,0.55619207,0
11,-151.268,788,0.434571211,0
11,-150.544,724,0.434571211,0
11,-149.884,660,0.434571211,0
11,-149.248,636,0.366520341,0
11,-148.612,636,0.366520341,0
11,-147.892,720,0.366520341,0
11,-147.116,776,0.366520341,0
11,-146.344,772,0.368161668,0
11,-145.584,760,0.368161668,0
11,-144.82,764,0.368161668,0
11,-144.084,736,0.38941457,0
11,-143.36,724,0.38941457,0
11,-142.636,724,0.38941457,0
11,-141.916,720,0.402744809,0
11,-141.236,680,0.402744809,0
11,-140.552,684,0.402744809,0
11,-139.872,680,0.402744809,0
11,-139.172,700,0.456087541,0
11,-138.484,688,0.456087541,0
11,-137.764,720,0.456087541,0
11,-137.02,744,0.442717823,0
11,-136.296,724,0.442717823,0
11,-135.54,756,0.442717823,0
11,-134.78,760,0.442717823,0
11,-134.068,712,0.442717823,0
11,-133.356,712,0.377923592,0
11,-132.664,692,0.377923592,0
11,-132,664,0.377923592,0
11,-131.332,668,0.377923592,0
11,-130.68,652,0.314340728,0
11,-129.98,700,0.314340728,0
11,-129.196,784,0.314340728,0
11,-128.432,764,0.314340728,0
11,-127.636,796,0.30612531,0
11,-126.8,836,0.30612531,0
11,-125.916,884,0.30612531,0
11,-125.064,852,0.321391518,0
11,-124.188,876,0.321391518,0
11,-123.3,888,0.321391518,0
11,-122.5,800,0.321391518,0
11,-121.688,812,0.533077708,0
11,-120.876,812,0.533077708,0
11,-120.124,752,0.533077708,0
11,-119.364,760,0.533077708,0
11,-118.608,756,0.533077708,0
11,-117.852,756,0.533077708,0
11,-117.132,720,0.533077708,0
11,-116.432,700,0.45597983,0
11,-115.768,664,0.45597983,0
11,-114.88,888,0.45597983,0
11,-113.96,920,0.45597983,0
11,-113.12,840,0.45597983,0
11,-112.356,764,0.450421123,0
11,-111.56,796,0.450421123,0
11,-110.82,740,0.450421123,0
11,-110.024,796,0.450421123,0
11,-109.2,824,0.20034025,0
11,-108.328,872,0.20034025,0
11,-107.528,800,0.20034025,0
11,-106.7,828,0.20034025,0
11,-105.872,828,0.244356452,0
11,-105.02,852,0.244356452,0
11,-104.212,808,0.244356452,0
11,-103.384,828,0.244356452,0
11,-102.568,816,0.273727802,0
11,-101.736,832,0.273727802,0
11,-100.98,756,0.273727802,0
11,-100.156,824,0.273727802,0
11,-99.324,832,0.313430613,0
11,-98.356,968,0.313430613,0
11,-97.44,916,0.313430613,0
11,-96.552,888,0.313430613,0
11,-95.684,868,0.313430613,0
11,-94.876,808,0.31125796,0
11,-94.052,824,0.31125796,0
11,-93.244,808,0.31125796,0
11,-92.428,816,0.31125796,0
11,-91.604,824,0.31125796,0
11,-90.832,772,0.31125796,0
11,-90.072,760,0.349956098,0
11,-89.28,792,0.349956098,0
11,-88.46,820,0.349956098,0
11,-87.46,1000,0.349956098,0
11,-86.476,984,0.349956098,0
11,-85.58,896,0.349956098,0
11,-84.684,896,0.348769496,0
11,-83.792,892,0.348769496,0
11,-82.86,932,0.348769496,0
11,-81.916,944,0.348769496,0
11,-80.964,952,0.348769496,0
11,-80.108,856,0.347898976,0
11,-79.288,820,0.347898976,0
11,-78.484,804,0.347898976,0
11,-77.7,784,0.347898976,0
11,-76.936,764,0.347898976,0
11,-76.16,776,0.38064782,0
11,-75.456,704,0.38064782,0
11,-74.74,716,0.38064782,0
11,-74.028,712,0.38064782,0
11,-73.264,764,0.38064782,0
11,-72.352,912,0.430736208,0
11,-71.492,860,0.430736208,0
11,-70.64,852,0.720963614,0
11,-69.744,896,0.720963614,0
11,-68.852,892,0.720963614,0
11,-67.94,912,0.720963614,0
11,-67.128,812,0.720963614,0
11,-66.316,812,0.720963614,0
11,-65.592,724,0.567496371,0
11,-64.892,700,0.567496371,0
11,-64.252,640,0.567496371,0
11,-63.624,628,0.567496371,0
11,-62.924,700,0.567496371,0
11,-62.244,680,0.567496371,0
11,-61.612,632,0.484766051,0
11,-60.996,616,0.484766051,0
11,-60.356,640,0.484766051,0
11,-59.668,688,0.484766051,0
11,-58.856,812,0.484766051,0
11,-57.984,872,0.21948228,0
11,-57.184,800,0.21948228,0
11,-56.464,720,0.21948228,0
11,-55.772,692,0.21948228,0
11,-55.104,668,0.21948228,0
11,-54.452,652,0.245931016,0
11,-53.82,632,0.245931016,0
11,-53.2,620,0.245931016,0
11,-52.596,604,0.245931016,0
11,-51.968,628,0.245931016,0
11,-51.26,708,0.318616969,0
11,-50.472,788,0.318616969,0
11,-49.692,780,0.318616969,0
11,-48.92,772,0.544043398,0
11,-48.168,752,0.544043398,0
11,-47.416,752,0.544043398,0
11,-46.704,712,0.688991951,0
11,-45.98,724,0.688991951,0
11,-45.252,728,0.61544693,0
11,-44.544,708,0.61544693,0
11,-43.848,696,0.61544693,0
11,-43.172,676,0.675116587,0
11,-42.556,616,0.675116587,0
11,-41.968,588,0.675116587,0
11,-41.38,588,0.675116587,0
11,-40.808,572,0.68033062,0
11,-40.216,592,0.68033062,0
11,-39.624,592,0.68033062,0
11,-39.04,584,0.69033884,0
11,-38.464,576,0.69033884,0
11,-37.908,556,0.69033884,0
11,-37.356,552,0.69033884,0
11,-36.8,556,0.69033884,0
11,-36.232,568,0.69033884,0
11,-35.676,556,0.646211118,0
11,-35.132,544,0.646211118,0
11,-34.596,536,0.646211118,0
11,-34.068,528,0.646211118,0
11,-33.544,524,0.646211118,0
11,-33.024,520,0.646211118,0
11,-32.508,516,0.646211118,0
11,-31.992,516,0.646211118,0
11,-31.48,512,0.707118531,0
11,-30.972,508,0.707118531,0
11,-30.472,500,0.707118531,0
11,-29.964,508,0.707118531,0
11,-29.456,508,0.707118531,0
11,-28.952,504,1.092278273,0
11,-28.456,496,1.092278273,0
11,-27.968,488,1.092278273,0
11,-27.48,488,1.092278273,0
11,-27,480,1.092278273,0
11,-26.508,492,1.092278273,0
11,-26.032,476,1.092278273,0
11,-25.56,472,0.939681285,0
11,-25.084,476,0.939681285,0
11,-24.612,472,0.939681285,0
11,-24.116,496,0.939681285,0
11,-23.584,532,0.939681285,0
11,-23.036,548,0.939681285,0
11,-22.456,580,0.939681285,0
11,-21.86,596,0.939681285,0
11,-21.276,584,0.83719561,0
11,-20.712,564,0.83719561,0
11,-20.136,576,0.83719561,0
11,-19.528,608,0.83719561,0
11,-18.904,624,0.83719561,0
11,-18.224,680,0.83719561,0
11,-17.548,676,0.868773466,0
11,-16.916,632,0.868773466,0
11,-16.308,608,0.868773466,0
11,-15.644,664,1.047299106,0
11,-14.984,660,1.047299106,0
11,-14.3,684,1.047299106,0
11,-13.64,660,0.810731937,0
11,-13.016,624,0.810731937,0
11,-12.42,596,0.810731937,0
11,-11.816,604,0.810731937,0
11,-11.232,584,0.810731937,0
11,-10.644,588,0.810424457,0
11,-10.076,568,0.810424457,0
11,-9.5,576,0.810424457,0
11,-8.932,568,0.810424457,0
11,-8.36,572,0.810424457,0
