ID,time,RR,VO2,power
1,-130.84,672,0.302007609,0
1,-130.168,672,0.302007609,0
1,-129.536,632,0.301335742,0
1,-128.824,712,0.301335742,0
1,-127.948,876,0.301335742,0
1,-127.232,716,0.371173171,0
1,-126.46,772,0.371173171,0
1,-125.608,852,0.371173171,0
1,-124.912,696,0.410091179,0
1,-124.14,772,0.410091179,0
1,-123.384,756,0.410091179,0
1,-122.688,696,0.403671029,0
1,-121.896,792,0.403671029,0
1,-121.056,840,0.403671029,0
1,-120.256,800,0.405154495,0
1,-119.372,884,0.405154495,0
1,-118.608,764,0.405154495,0
1,-117.9,708,0.387334824,0
1,-117.172,728,0.387334824,0
1,-116.452,720,0.387334824,0
1,-115.716,736,0.367792864,0
1,-114.688,1028,0.367792864,0
1,-113.884,804,0.367792864,0
1,-113.028,856,0.31583054,0
1,-112.124,904,0.31583054,0
1,-111.42,704,0.31583054,0
1,-110.684,736,0.310178484,0
1,-109.952,732,0.310178484,0
1,-109.28,672,0.310178484,0
1,-108.588,692,0.307939922,0
1,-107.892,696,0.307939922,0
1,-107.096,796,0.307939922,0
1,-106.4,696,0.31649763,0
1,-105.672,728,0.31649763,0
1,-104.94,732,0.31649763,0
1,-104.28,660,0.329339834,0
1,-103.568,712,0.329339834,0
1,-102.812,756,0.329339834,0
1,-102.12,692,0.333033454,0
1,-101.372,748,0.333033454,0
1,-100.608,764,0.333033454,0
1,-99.892,716,0.327401742,0
1,-99.072,820,0.327401742,0
1,-98.212,860,0.306693321,0
1,-97.488,724,0.306693321,0
1,-96.7,788,0.306693321,0
1,-95.936,764,0.290374669,0
1,-95.236,700,0.290374669,0
1,-94.472,764,0.290374669,0
1,-93.7,772,0.326006856,0
1,-93,700,0.326006856,0
1,-92.24,760,0.341951026,0
1,-91.5,740,0.341951026,0
1,-90.744,756,0.341951026,0
1,-89.884,860,0.328293409,0
1,-89.168,716,0.328293409,0
1,-88.496,672,0.344223505,0
1,-87.792,704,0.344223505,0
1,-87.076,716,0.344223505,0
1,-86.376,700,0.344223505,0
1,-85.544,832,0.329383242,0
1,-84.748,796,0.329383242,0
1,-84.024,724,0.329383242,0
1,-83.236,788,0.326371537,0
1,-82.508,728,0.326371537,0
1,-81.748,760,0.326371537,0
1,-81.036,712,0.326371537,0
1,-80.28,756,0.295160139,0
1,-79.504,776,0.295160139,0
1,-78.8,704,0.295160139,0
1,-78.028,772,0.295160139,0
1,-77.248,780,0.330734229,0
1,-76.484,764,0.330734229,0
1,-75.664,820,0.330734229,0
1,-74.944,720,0.319855369,0
1,-74.204,740,0.319855369,0
1,-73.38,824,0.319855369,0
1,-72.544,836,0.309332947,0
1,-71.844,700,0.309332947,0
1,-71.028,816,0.309332947,0
1,-70.064,964,0.286809131,0
1,-69.292,772,0.286809131,0
1,-68.508,784,0.286809131,0
1,-67.696,812,0.31024108,0
1,-66.944,752,0.31024108,0
1,-66.152,792,0.31024108,0
1,-65.32,832,0.321556489,0
1,-64.556,764,0.321556489,0
1,-63.836,720,0.333055323,0
1,-63.148,688,0.333055323,0
1,-62.392,756,0.333055323,0
1,-61.632,760,0.333055323,0
1,-60.876,756,0.35567394,0
1,-60.02,856,0.35567394,0
1,-59.232,788,0.35567394,0
1,-58.548,684,0.35567394,0
1,-57.832,716,0.35567394,0
1,-57.096,736,0.338669774,0
1,-56.412,684,0.338669774,0
1,-55.72,692,0.338669774,0
1,-54.952,768,0.374421361,0
1,-54.216,736,0.374421361,0
1,-53.48,736,0.374421361,0
1,-52.664,816,0.367498177,0
1,-51.936,728,0.367498177,0
1,-51.172,764,0.367498177,0
1,-50.464,708,0.368600461,0
1,-49.784,680,0.368600461,0
1,-49.084,700,0.368600461,0
1,-48.26,824,0.381218335,0
1,-47.472,788,0.381218335,0
1,-46.732,740,0.425248898,0
1,-46.064,668,0.425248898,0
