ID,time,RR,VO2,power
17,-182.408,736,0.363762401,0
17,-181.672,736,0.363762401,0
17,-180.968,704,0.363762401,0
17,-180.268,700,0.363762401,0
17,-179.616,652,0.363762401,0
17,-178.916,700,0.363762401,0
17,-178.188,728,0.363762401,0
17,-177.464,724,0.363762401,0
17,-176.776,688,0.363762401,0
17,-176.02,756,0.363762401,0
17,-175.26,760,0.363762401,0
17,-174.488,772,0.365270637,0
17,-173.808,680,0.365270637,0
17,-173.144,664,0.365270637,0
17,-172.448,696,0.365270637,0
17,-171.784,664,0.379254056,0
17,-171.172,612,0.379254056,0
17,-170.544,628,0.379254056,0
17,-169.808,736,0.379254056,0
17,-168.948,860,0.458558533,0
17,-168.136,812,0.458558533,0
17,-167.38,756,0.458558533,0
17,-166.604,776,0.458558533,0
17,-165.896,708,0.405891456,0
17,-165.272,624,0.405891456,0
17,-164.632,640,0.405891456,0
17,-163.9,732,0.405891456,0
17,-163.108,792,0.405891456,0
17,-162.36,748,0.405891456,0
17,-161.564,796,0.405891456,0
17,-160.784,780,0.405891456,0
17,-159.996,788,0.405891456,0
17,-159.3,696,0.402033023,0
17,-158.688,612,0.402033023,0
17,-158.092,596,0.402033023,0
17,-157.468,624,0.402033023,0
17,-156.696,772,0.402033023,0
17,-155.864,832,0.402033023,0
17,-155.08,784,0.402033023,0
17,-154.368,712,0.402033023,0
17,-153.704,664,0.402033023,0
17,-152.928,776,0.401596817,0
17,-152.22,708,0.401596817,0
17,-151.412,808,0.401596817,0
17,-150.528,884,0.419475337,0
17,-149.68,848,0.419475337,0
17,-148.816,864,0.419475337,0
17,-147.932,884,0.419475337,0
17,-147.22,712,0.342656112,0
17,-146.512,708,0.342656112,0
17,-145.736,776,0.342656112,0
17,-144.864,872,0.342656112,0
17,-143.992,872,0.344919832,0
17,-143.276,716,0.344919832,0
17,-142.54,736,0.344919832,0
17,-141.844,696,0.361848685,0
17,-141.196,648,0.361848685,0
17,-140.38,816,0.361848685,0
17,-139.468,912,0.331179584,0
17,-138.684,784,0.331179584,0
17,-137.804,880,0.331179584,0
17,-136.86,944,0.331179584,0
17,-135.964,896,0.293160154,0
17,-135.228,736,0.293160154,0
17,-134.44,788,0.293160154,0
17,-133.6,840,0.293160154,0
17,-132.748,852,0.293160154,0
17,-132.004,744,0.286315727,0
17,-131.324,680,0.286315727,0
17,-130.548,776,0.286315727,0
17,-129.616,932,0.286315727,0
17,-128.68,936,0.286315727,0
17,-127.76,920,0.286315727,0
17,-127.024,736,0.293227883,0
17,-126.3,724,0.293227883,0
17,-125.552,748,0.293227883,0
17,-124.592,960,0.293227883,0
17,-123.632,960,0.293227883,0
17,-122.712,920,0.293227883,0
17,-121.936,776,0.293227883,0
17,-121.248,688,0.282370524,0
17,-120.464,784,0.282370524,0
17,-119.568,896,0.282370524,0
17,-118.604,964,0.282370524,0
17,-117.684,920,0.282370524,0
17,-116.868,816,0.288150299,0
17,-116.116,752,0.288150299,0
17,-115.292,824,0.288150299,0
17,-114.424,868,0.330559883,0
17,-113.664,760,0.330559883,0
17,-112.808,856,0.330559883,0
17,-111.908,900,0.321152338,0
17,-111.156,752,0.321152338,0
17,-110.376,780,0.321152338,0
17,-109.464,912,0.365648756,0
17,-108.704,760,0.365648756,0
17,-107.936,768,0.365648756,0
17,-107.188,748,0.35308908,0
17,-106.536,652,0.35308908,0
17,-105.82,716,0.35308908,0
17,-105.028,792,0.384718207,0
17,-104.296,732,0.384718207,0
17,-103.592,704,0.384718207,0
17,-102.788,804,0.384718207,0
17,-101.948,840,0.314895505,0
17,-101.204,744,0.314895505,0
17,-100.368,836,0.314895505,0
17,-99.524,844,0.296031325,0
17,-98.76,764,0.296031325,0
17,-97.976,784,0.296031325,0
17,-97.192,784,0.296031325,0
17,-96.476,716,0.270501848,0
17,-95.836,640,0.270501848,0
17,-95.16,676,0.270501848,0
17,-94.356,804,0.270501848,0
17,-93.488,868,0.270501848,0
17,-92.672,816,0.276521966,0
17,-91.884,788,0.276521966,0
17,-91.176,708,0.276521966,0
17,-90.548,628,0.276521966,0
17,-89.884,664,0.267777207,0
17,-89.212,672,0.267777207,0
17,-88.504,708,0.267777207,0
17,-87.744,760,0.267777207,0
17,-87.024,720,0.297781636,0
17,-86.332,692,0.297781636,0
17,-85.508,824,0.297781636,0
17,-84.632,876,0.326676817,0
17,-83.852,780,0.326676817,0
17,-83.08,772,0.326676817,0
17,-82.268,812,0.326676817,0
17,-81.496,772,0.320431548,0
17,-80.828,668,0.320431548,0
17,-80.172,656,0.320431548,0
17,-79.512,660,0.328994466,0
17,-78.864,648,0.328994466,0
17,-78.192,672,0.328994466,0
17,-77.432,760,0.328994466,0
17,-76.584,848,0.332883658,0
17,-75.856,728,0.332883658,0
17,-75.116,740,0.332883658,0
17,-74.324,792,0.332883658,0
17,-73.516,808,0.332883658,0
17,-72.816,700,0.328329785,0
17,-72.136,680,0.328329785,0
